Instance,Income
127173,39892.686212299974
127174,22406.564462499995
127175,42026.52341710001
127176,226832.11698860006
127177,70105.79425682002
127178,124153.03019440005
127179,272272.04144400015
127180,23452.066319859998
127181,53167.300643099996
127182,198372.101786
127183,27885.1518602
127184,79889.94772209998
127185,183661.05600979988
127186,48108.94890809999
127187,71162.09046730002
127188,39354.8931666
127189,81536.48003420002
127190,6936.297262035001
127191,240895.56033120002
127192,23718.17802166001
127193,78673.51784159997
127194,31104.40906316998
127195,205445.56691220004
127196,11767.325144199995
127197,58575.60248710002
127198,68218.74502810002
127199,175093.24570160004
127200,8094.052228699003
127201,19659.606976900006
127202,86244.64480310002
127203,31786.488086700003
127204,172748.71787300002
127205,167117.84420830006
127206,294320.82685000007
127207,16004.911427539995
127208,78179.90244619998
127209,127365.38759000003
127210,8773.151757184001
127211,57027.99178890001
127212,105210.29293650003
127213,72967.4381492
127214,192165.2104829
127215,30929.530305399996
127216,42545.45058060001
127217,112139.28617580002
127218,33442.473828999995
127219,140547.68029379996
127220,80248.94555650001
127221,104334.95408119999
127222,96316.40754642997
127223,72520.06705469999
127224,153182.28001690007
127225,80793.29457299998
127226,72930.77474829998
127227,7447.310544475003
127228,263589.83462999994
127229,158977.35618840007
127230,19546.6932146
127231,56311.395351600026
127232,17301.065835720998
127233,8543.164698700002
127234,44156.96174230001
127235,65696.8343624
127236,95172.0071992
127237,29423.9200316
127238,17222.517891530002
127239,106257.98611580004
127240,117927.82710930002
127241,39412.713594199995
127242,44235.39954560003
127243,185502.0232920001
127244,77879.37956750001
127245,65953.18302280002
127246,39064.72908310002
127247,85887.8153773
127248,82788.36921169996
127249,47982.56727290001
127250,30577.062591500002
127251,70820.88736429998
127252,81737.0468766
127253,63470.67088989997
127254,39372.59113650001
127255,83300.46265990003
127256,15917.20826348101
127257,9136.956322152004
127258,25582.516175729994
127259,38739.947829970006
127260,24211.94322708001
127261,330136.329638
127262,51411.11316119999
127263,63505.17221270003
127264,583005.1551629998
127265,75269.99783200001
127266,735099.5586249997
127267,61285.93364939998
127268,173020.4055304
127269,135370.21062819997
127270,16754.76856649999
127271,146775.18106140007
127272,73223.16273689996
127273,9374.512913920003
127274,243092.12794799992
127275,35721.648957139994
127276,108864.17367900004
127277,62181.37870299999
127278,228341.8129118
127279,172921.06715659998
127280,15647.331986399991
127281,51004.908472099996
127282,289239.26816700003
127283,5664.604867436999
127284,184277.22588950009
127285,104072.85047659997
127286,26385.623898100006
127287,79490.74697409998
127288,23891.238368289993
127289,66988.80757420001
127290,99070.94283299998
127291,36249.191850400006
127292,203522.12629250012
127293,97577.37912000003
127294,50249.54392279997
127295,258849.2510060001
127296,29652.410343200005
127297,64998.17875819997
127298,71227.8002433
127299,45213.882125500015
127300,46098.3231574
127301,3894.3640236338006
127302,116924.24858709998
127303,49892.05993379999
127304,42636.470207100014
127305,28779.011141500006
127306,90844.03140559999
127307,175774.2933137
127308,211536.81082199997
127309,38985.677308679995
127310,78192.65218959999
127311,12028.170491750008
127312,179963.98783609993
127313,927035.4896109997
127314,484811.2931030002
127315,35597.221914500005
127316,127106.19509830006
127317,63679.105977299994
127318,106020.29060741999
127319,19725.05921442999
127320,38174.526385699995
127321,233571.0874589
127322,42431.71893470002
127323,86338.89399089997
127324,43802.0352493
127325,128850.06277160002
127326,146181.92880499994
127327,199057.73997959986
127328,630814.546275
127329,34929.11774590002
127330,34570.705032299986
127331,49876.52915930002
127332,91101.30048917998
127333,30434.219730999997
127334,82966.8584787
127335,35507.13408749998
127336,204796.4642136
127337,54017.74265019999
127338,142942.66053309993
127339,23201.352693299996
127340,85064.03821100004
127341,162880.62204919997
127342,383444.55014100013
127343,109596.58512840001
127344,43193.66773220001
127345,125211.14866540002
127346,14054.640259010002
127347,106424.67843490001
127348,91644.93303199999
127349,103395.21445510004
127350,62285.42436869999
127351,8164.028630989998
127352,201076.85990080002
127353,360229.43808
127354,23273.481990599983
127355,56227.598602299986
127356,90405.53761120001
127357,1292712.1627159999
127358,47444.638034499985
127359,59228.10607030004
127360,10198.624644450001
127361,71292.000124955
127362,52283.211806800005
127363,48941.15686809998
127364,21386.15153552001
127365,23519.183393490002
127366,71933.58651579998
127367,48486.45450750002
127368,249304.750963
127369,86728.41579910001
127370,36304.35144644
127371,42044.7097884
127372,160849.46306370004
127373,292325.5508780001
127374,24229.865550419996
127375,168743.36135409994
127376,32518.015409000003
127377,309848.39481910015
127378,541823.3230750001
127379,213264.22690600008
127380,64005.99540869999
127381,85194.13814819999
127382,123090.8209353
127383,72809.26912909995
127384,89681.36918700002
127385,252458.50051140002
127386,203534.43972999993
127387,699014.0873409995
127388,825954.3109509996
127389,106393.06529749997
127390,70004.59791929998
127391,108153.78052580004
127392,117162.99963790004
127393,71611.41310300001
127394,120848.62910799996
127395,100808.06529060002
127396,10246.719385872997
127397,74140.62085450001
127398,271505.5313130001
127399,302546.4390976
127400,93987.70027519995
127401,253888.15772349996
127402,33788.57345900001
127403,32216.447060899987
127404,110997.06874160004
127405,11428.273651759995
127406,57106.835455399996
127407,224008.5645198
127408,22863.109392799997
127409,563568.7507770001
127410,100598.74170969997
127411,37428.12820714999
127412,296460.36638409994
127413,78215.65080299998
127414,40345.87992459998
127415,29422.37299047401
127416,45846.460665999984
127417,82607.88207630003
127418,36362.76789630001
127419,656855.3733230002
127420,66833.44276129999
127421,92579.57143360004
127422,45308.38021180002
127423,126938.34493610005
127424,264020.55110700004
127425,50132.55230950002
127426,166584.1505654
127427,159469.42411490006
127428,22117.939906999996
127429,618256.1176799998
127430,46387.7768276
127431,158138.37685779994
127432,72116.59678689999
127433,41638.2091917
127434,129752.09334830004
127435,60717.897519930004
127436,29259.563999400023
127437,265028.2485149999
127438,285355.2212540001
127439,220517.80729330002
127440,49419.07412410001
127441,298583.3782794
127442,8403.46225652
127443,119647.17680900003
127444,200113.001218
127445,79961.80385759998
127446,212352.1869607
127447,89331.87625800002
127448,181493.8281528
127449,82425.9535139
127450,31475.16880930001
127451,6747.734113684998
127452,15444.683623930001
127453,72715.40159068003
127454,215377.1178396
127455,104656.24183140001
127456,113090.93198799998
127457,71347.82909439999
127458,54802.24800560002
127459,76146.53959039999
127460,36430.394252100006
127461,124014.52542069994
127462,363098.634036
127463,56763.79761089999
127464,269480.5158487
127465,171170.02561130002
127466,40727.76944940001
127467,323131.2360299999
127468,39650.01460699999
127469,575958.5722439999
127470,69805.1289751
127471,31092.069854100017
127472,567996.2962540002
127473,14073.772110199998
127474,250512.93137089993
127475,93781.29389579996
127476,43023.70581400001
127477,39936.29884325
127478,79301.00251019999
127479,235249.69354339983
127480,116328.10187720001
127481,68645.23252610002
127482,37549.5082439
127483,60165.974789999986
127484,239165.2007550002
127485,39014.08354049999
127486,88720.23936740002
127487,18909.13652077999
127488,131312.33867410003
127489,57720.584212199974
127490,107040.56757343006
127491,567787.2365360002
127492,25695.527249400006
127493,22782.936343100006
127494,143819.73743930005
127495,28599.88100509998
127496,68039.41526183001
127497,51561.85499739998
127498,65430.291403200004
127499,358916.67643600004
127500,20772.266817122683
127501,19301.023397609995
127502,33939.649117400004
127503,40549.311236400004
127504,11300.460394479996
127505,16122.392023800001
127506,167598.69905400006
127507,8420.379572958997
127508,29597.2817002
127509,15385.833414250006
127510,23587.370244400012
127511,314236.0264719998
127512,8144.447242275999
127513,86704.17807230001
127514,86805.02455960003
127515,28458.18313430002
127516,14635.489699270001
127517,169945.59645630003
127518,34288.04205850001
127519,41573.15662970002
127520,37833.91050970001
127521,98358.29271795
127522,22244.971913800004
127523,19569.21547326
127524,12225.399671640005
127525,61727.68327755999
127526,52662.29370390001
127527,45548.1765815
127528,98782.73438609998
127529,41232.10521220001
127530,11953.739596774998
127531,62894.1892713
127532,243128.38728689996
127533,30649.61989508002
127534,61290.82142350001
127535,292305.6724723
127536,59190.5716417
127537,67277.62292329999
127538,120221.73712860006
127539,101454.5684433
127540,354682.69404900004
127541,243676.50679900005
127542,214446.02455039992
127543,46178.11969609998
127544,191894.24930119992
127545,11720.659084050001
127546,98657.02886199999
127547,37768.63246910001
127548,10910.622716729997
127549,85405.54530970001
127550,39811.85247819998
127551,18666.90362612999
127552,72728.96044600001
127553,56119.135584400035
127554,164237.6129142
127555,23018.6473567
127556,63620.468577499996
127557,99637.0578959
127558,16714.342190500003
127559,33809.0824704
127560,91133.1140263
127561,108680.89942529998
127562,21753.25304430001
127563,53280.8179843
127564,58269.23555649997
127565,69248.98226500001
127566,13092.84295932
127567,146817.08239890006
127568,8798.175094384002
127569,97777.77144550007
127570,103973.11416010004
127571,156546.1085304
127572,163947.92179389994
127573,6502.171179286999
127574,470850.63060900004
127575,207058.30637180016
127576,19337.06254823
127577,44582.52023839999
127578,151225.20813450005
127579,27466.91199770001
127580,93069.35957769994
127581,115552.37690014
127582,56946.84229560001
127583,40679.8621005
127584,93555.25608403003
127585,28365.87626770001
127586,95026.46706260003
127587,122035.63079339998
127588,37788.7806959
127589,5833.406790693698
127590,247464.33137540004
127591,55545.249133699996
127592,107626.81507462995
127593,44608.17396460001
127594,44341.089824200004
127595,88112.91998919999
127596,44471.5230613
127597,139284.4524927
127598,57882.079922000004
127599,131364.3892188
127600,347115.43631200015
127601,88922.1006004
127602,162106.9109507001
127603,34826.856625600005
127604,123181.80405889997
127605,87238.94482860001
127606,103436.78094600006
127607,52303.071731399985
127608,56009.25444773998
127609,277071.52082110004
127610,70579.8030582
127611,112732.2280842
127612,51009.90540729999
127613,119492.11736459992
127614,222174.57742879994
127615,17659.4623865
127616,70820.70515
127617,169311.14160820004
127618,23135.939607500004
127619,262971.7013408001
127620,65216.8998678
127621,57153.55564511
127622,66395.61151320003
127623,515008.54718099994
127624,463390.65925399994
127625,43568.223076099996
127626,110546.12469000003
127627,57896.005369799976
127628,35697.965991599995
127629,21342.214206999994
127630,54923.17697280003
127631,28266.733246400006
127632,29148.35079559998
127633,54830.08204844001
127634,311802.03375899995
127635,85435.46985779997
127636,45411.0389457
127637,138248.65696770002
127638,173199.72022370005
127639,62503.900793899986
127640,104802.16252930003
127641,30271.345613900005
127642,19088.1378317
127643,33202.8940531
127644,189810.0977067
127645,85700.3938322
127646,39336.8318951
127647,180721.65322370004
127648,27875.93852280001
127649,45503.73440839999
127650,141198.4586125
127651,92512.10232099998
127652,50887.7518169
127653,28989.973379800012
127654,189583.64331420002
127655,107328.23344799997
127656,53393.80058529997
127657,40334.7530176
127658,69699.06070759999
127659,9239.811415963995
127660,181538.57152890004
127661,256954.4818719999
127662,65876.49647819999
127663,223329.52270700003
127664,190625.02142419998
127665,86302.5456636
127666,51699.301158199996
127667,102707.88802119992
127668,8360.628525478996
127669,4685.943472796001
127670,157291.60207900003
127671,108186.85831580003
127672,51214.63031890003
127673,25626.085282029984
127674,345048.8189
127675,51109.5179798
127676,75452.32660479998
127677,50605.00334230001
127678,823202.8587380003
127679,113760.73579085998
127680,248694.00799999997
127681,255395.4201568
127682,1164726.1849510004
127683,167541.07630070008
127684,49534.37362719998
127685,31681.846459200013
127686,467037.8727640001
127687,23113.54373149999
127688,39220.4000421
127689,316165.24788499996
127690,218616.518862
127691,19275.49669274
127692,48086.42862300002
127693,122443.89896470003
127694,10225.879014010005
127695,57086.119167499986
127696,22637.6510479
127697,109657.73493299994
127698,29362.223458200006
127699,249391.17598009988
127700,37033.66244709999
127701,300955.8206573
127702,908650.3870320005
127703,104881.90777740003
127704,34994.17316667
127705,104503.10996803004
127706,200478.25554470002
127707,73921.14043900002
127708,90219.21588229999
127709,60282.45090859999
127710,37819.2841231
127711,25435.69890650999
127712,121613.04084269993
127713,216459.40798219998
127714,4689.232688064471
127715,22684.190168140005
127716,65487.935610914
127717,87980.34390989998
127718,240378.32898499994
127719,105145.70349839999
127720,30215.5147674
127721,75386.56323640003
127722,100161.76529995991
127723,122759.65912349995
127724,109314.89649809996
127725,23147.825286620002
127726,156428.5699402
127727,147171.34987270003
127728,90751.44915620005
127729,36540.76757600197
127730,129938.97191429994
127731,124905.86181800008
127732,39132.59832220003
127733,156091.4815904
127734,91064.43247902
127735,141738.0502166
127736,41838.00119440002
127737,21572.456572490002
127738,91096.94288169999
127739,27809.150034740007
127740,629499.9829780002
127741,25565.346788799994
127742,26671.55473947
127743,26019.179260449982
127744,32591.471245699984
127745,228167.3471488001
127746,112263.001051
127747,78169.09419170002
127748,86395.75576800002
127749,9143.598059530996
127750,156399.0732287
127751,61408.44321180002
127752,46666.04058600002
127753,87068.00632279999
127754,241458.29989800003
127755,94324.47520220002
127756,127790.8223818
127757,185525.31460429996
127758,32000.826336700015
127759,323596.1195259999
127760,54646.365876039985
127761,6098.402088756998
127762,31756.371242200006
127763,44348.512601099996
127764,24249.112355400004
127765,75580.0138881
127766,188529.42742120006
127767,10104.118778462398
127768,35947.13332509999
127769,312454.86874020007
127770,59990.65935820001
127771,170270.7509492
127772,259047.95672000022
127773,236853.2856679
127774,691621.9111679998
127775,165418.4678143999
127776,215431.55957149997
127777,71705.74749722
127778,38245.51515035001
127779,106666.23766540003
127780,42903.9235475
127781,33351.24444902
127782,262798.56346089987
127783,7486.188773593999
127784,294410.9802030001
127785,54644.01971790001
127786,232713.4080397
127787,741085.3774730006
127788,24843.0690405
127789,49767.74201489998
127790,37996.71704690001
127791,187776.60786790005
127792,33555.4607733
127793,22377.2025673
127794,38047.1070723
127795,766931.812681
127796,24042.14119852
127797,99203.89137579995
127798,43598.47132949997
127799,15764.995208019995
127800,19131.698165599995
127801,37856.6523149
127802,46459.396649499984
127803,96118.62795699999
127804,73915.82027450006
127805,410303.14014300006
127806,175365.98045200008
127807,103452.70100310001
127808,187762.77780249997
127809,197910.3801754999
127810,83354.74451089995
127811,78444.53109399999
127812,218203.6664035999
127813,24193.606455410005
127814,125911.48424099995
127815,35139.99198780003
127816,151144.30873580006
127817,43895.741655699996
127818,87244.87130120004
127819,12135.933917754804
127820,30736.47844440002
127821,106563.2783656
127822,29762.16503130002
127823,62095.14917910003
127824,78874.37961928999
127825,24213.09221560001
127826,40867.17884520001
127827,83141.37436350001
127828,53609.6974828
127829,203240.9915311
127830,322066.028355
127831,181053.61777590006
127832,33195.602710900006
127833,329567.5151743999
127834,30598.03603779999
127835,309681.8340900002
127836,14313.56771209
127837,34046.833014380005
127838,24724.675307899997
127839,26128.285273100002
127840,76953.37335580001
127841,74016.23235879997
127842,31186.900452400005
127843,201939.60233960004
127844,103043.65415180002
127845,169352.12768500007
127846,66814.6450449
127847,116508.4917352
127848,88167.95376599995
127849,23063.000971289996
127850,82376.43685109998
127851,220962.39366239996
127852,59208.23716279998
127853,196237.94257629997
127854,25454.76849735
127855,14630.441475383008
127856,101976.95260949997
127857,3479.8393165090015
127858,127701.81230399995
127859,34197.9241677
127860,174014.49403010012
127861,87736.2672832
127862,92277.20053290002
127863,332522.5234170001
127864,61375.14487470001
127865,29036.22141830001
127866,69726.60397440003
127867,63343.89759590002
127868,65173.88410571998
127869,191488.38902000006
127870,65190.91957260002
127871,175283.04434730002
127872,114332.31810289995
127873,35539.401608700005
127874,288256.75756349997
127875,46138.681476000005
127876,196691.39146939997
127877,30076.788859299995
127878,52522.73805139998
127879,30795.16423504001
127880,9026.702722833003
127881,199109.36804299997
127882,43605.458565799985
127883,14230.714673200006
127884,25695.200652560005
127885,60367.27640723996
127886,27414.699914410012
127887,55036.83391070001
127888,23767.89623679999
127889,567928.8163799996
127890,42510.33430862001
127891,117930.19669580001
127892,5101.445912853002
127893,75951.45080189999
127894,21150.132914315996
127895,25507.865536399997
127896,12373.737902545006
127897,15504.261952289999
127898,58345.47919279999
127899,102082.26085110001
127900,104948.10587289998
127901,175127.38965290005
127902,36911.16225149998
127903,233733.79972420007
127904,30152.09613460002
127905,103127.05895112995
127906,163973.71632200005
127907,15572.453689219998
127908,236957.17728600008
127909,23251.30805063
127910,144565.78374429993
127911,155083.79182530008
127912,28314.958625379997
127913,110606.82310660003
127914,30920.507085100005
127915,321867.143875
127916,116790.97834390007
127917,71351.66548300003
127918,53667.421798100026
127919,22251.19748680001
127920,62462.92019560005
127921,6443.760754819999
127922,52683.74419539998
127923,360550.614388
127924,77397.62657599998
127925,98935.40083339992
127926,69605.00285090004
127927,133040.26461120002
127928,43349.67804119999
127929,51463.591308200026
127930,17033.858556898012
127931,286203.96202220005
127932,238180.19640200003
127933,130335.75264430008
127934,138565.19866520006
127935,88143.35132059999
127936,213974.37971299997
127937,513492.90043399995
127938,25665.747838980005
127939,36270.1481323
127940,101049.11842859995
127941,33157.53933706001
127942,20702.374172410004
127943,5116.424469522001
127944,62023.07368589999
127945,11846.064669079999
127946,44003.38465410002
127947,70312.21835039995
127948,19954.417998499997
127949,26086.953013199993
127950,45226.95562690001
127951,14917.401417200004
127952,79321.71150760002
127953,275250.3749767002
127954,231449.39673000004
127955,279018.7678703
127956,63114.68680050001
127957,19879.7561174
127958,87272.6032094
127959,5296.426453486999
127960,29068.5893573
127961,16279.943374710008
127962,15322.112916530004
127963,37462.32991174001
127964,26161.852575199995
127965,43465.4912978
127966,12938.539188689994
127967,99506.62821402997
127968,72134.96472579997
127969,33911.28791860001
127970,114265.84147569997
127971,63411.65211
127972,72270.76501700003
127973,41635.45225029998
127974,83173.18529840001
127975,59762.278850499984
127976,143962.9613889
127977,149453.1656615
127978,65494.63021209999
127979,21404.994502575002
127980,108808.9408302
127981,52196.301742800024
127982,60287.93966920001
127983,682876.8509489996
127984,449487.11363500013
127985,266241.6988580001
127986,73050.6112032
127987,30910.401690500017
127988,9463.724264839999
127989,20450.84483209999
127990,107088.78210140002
127991,10076.308846036
127992,23127.332333199996
127993,112726.41003780001
127994,138388.64589470002
127995,146550.4048955999
127996,50574.04424669999
127997,255321.54692760008
127998,42098.42722609999
127999,58126.9558782
128000,73625.09142559998
128001,32010.899393500007
128002,88622.87933720001
128003,65729.11589890003
128004,70530.56533590001
128005,79380.27113809998
128006,46481.03058380003
128007,56661.9252063
128008,181031.98596020002
128009,59557.414000899975
128010,15315.730796290003
128011,81630.30348310998
128012,30744.879744600003
128013,112596.2107401
128014,53039.555662
128015,101324.69304499999
128016,100224.56493680002
128017,4239.7486449481985
128018,35574.52819770001
128019,55178.5108794
128020,189897.18761079997
128021,12812.27317931
128022,178710.7379356999
128023,120506.98186490001
128024,139933.28821399994
128025,12072.60249371
128026,7332.363387515001
128027,346563.96606
128028,26708.5219723
128029,61910.6351107
128030,87113.20211279996
128031,32253.09840668001
128032,141130.94931420003
128033,114672.90294569997
128034,66323.63136069998
128035,123993.72234450001
128036,61718.634680299976
128037,2491.8460772720996
128038,636760.0505929998
128039,32421.463391999998
128040,28757.152234769997
128041,57571.62303370001
128042,215496.7546577
128043,100352.94970569994
128044,36750.16839929999
128045,88058.9931471
128046,68546.89142169998
128047,256795.03927100007
128048,62597.29120839999
128049,84028.49949109998
128050,110932.19431999998
128051,34214.42798980002
128052,27222.435560899987
128053,518247.74477599986
128054,35789.415524899996
128055,105451.69366399999
128056,275457.629531
128057,102500.25868345
128058,88953.15935090004
128059,71005.38516629994
128060,87535.58218720001
128061,91262.45158730002
128062,163152.52180859997
128063,470988.3302740002
128064,169630.49449480002
128065,526381.8659
128066,182662.15854970002
128067,328489.6215174
128068,50201.02611820002
128069,12178.53803232
128070,27979.149290399993
128071,336396.87677699997
128072,74392.01183140003
128073,102242.58792390008
128074,58229.169350899996
128075,28218.494567500005
128076,63426.30315989999
128077,275363.60350840003
128078,172474.3805934
128079,34813.49307940002
128080,32105.84906969999
128081,195769.98852449993
128082,41276.45580920001
128083,98555.77054960001
128084,32993.23493089999
128085,5897.587929228999
128086,407745.6124520001
128087,134525.6118411
128088,141777.5002145
128089,203292.5131505
128090,91848.93788989994
128091,11811.490353299996
128092,36650.23100110001
128093,49824.02083579997
128094,148763.45336950003
128095,22147.89313781
128096,213939.308111
128097,14196.938655099997
128098,647610.651586
128099,39422.77844809999
128100,95399.021704
128101,25336.22042870001
128102,827554.1275909999
128103,74345.92999890003
128104,253593.61401099994
128105,38500.62419460001
128106,233453.1327908
128107,49079.691477799985
128108,92375.0416295
128109,224255.75442799996
128110,81184.98484759999
128111,9871.303199070007
128112,110269.7783948
128113,13526.874110050001
128114,122930.1920054
128115,57268.506871500016
128116,64634.464536499996
128117,34786.927390099976
128118,18220.80112602
128119,53917.31471280004
128120,13183.756563406998
128121,59968.26418990002
128122,226555.38865790007
128123,11434.414723009999
128124,126028.15729100002
128125,13256.972997690002
128126,21341.932036529994
128127,138119.4228701001
128128,25467.7068262
128129,15010.800189069998
128130,27941.78534910001
128131,161127.68788320012
128132,69743.68807119998
128133,20125.274864989995
128134,247217.2118582
128135,6914.577484176057
128136,161159.36435580003
128137,18820.64276846
128138,185353.66415919992
128139,37813.35581259999
128140,64657.30717099998
128141,84547.60327407002
128142,58597.76766479999
128143,3966.8181518860592
128144,92263.3602964
128145,67412.7513375
128146,52448.1074616
128147,165847.85392020008
128148,11131.196073819003
128149,47415.77831004999
128150,92530.96610640007
128151,45612.28436389998
128152,135179.14730390004
128153,336625.07421800005
128154,180492.3598054
128155,340207.5007980001
128156,123199.79432389993
128157,142528.95637789997
128158,54381.416112669984
128159,87665.75940319998
128160,34354.21454516
128161,28689.79481290001
128162,817710.0836589996
128163,10590.30310112
128164,107978.46416770002
128165,48567.05262423
128166,47680.641448400005
128167,199878.79812889997
128168,35544.0995687
128169,267246.84250589996
128170,109456.77233550005
128171,41050.87716990002
128172,52454.53471910001
128173,199102.94114870002
128174,72479.39946290004
128175,37687.441865699984
128176,74315.3535133
128177,252859.5452698002
128178,156077.4351045
128179,41934.31716249999
128180,27921.231231500013
128181,30931.827232899992
128182,231904.27789699996
128183,152541.95982180003
128184,68000.94550710003
128185,38707.7810797
128186,28695.848953600005
128187,28939.55902680001
128188,76647.44796469995
128189,313207.8096199999
128190,400252.33309699997
128191,35057.81615579999
128192,48665.93178040001
128193,57524.814854599994
128194,616315.806241
128195,33847.82172725999
128196,122445.04944750006
128197,18823.114493910005
128198,24551.309827000005
128199,46883.406919500034
128200,66760.70812080003
128201,41343.013745599994
128202,11679.588605119996
128203,61184.41508065999
128204,47531.62741540002
128205,398416.367777
128206,26773.24845427107
128207,65619.32581929998
128208,65376.824996999974
128209,19551.23759159001
128210,41150.1681706
128211,81804.41086250002
128212,107325.69983339995
128213,597012.191598
128214,66253.83616970001
128215,36561.49467790001
128216,204860.59509699992
128217,102118.55628700004
128218,10588.162347754997
128219,251854.44240280002
128220,75021.50052340001
128221,106178.5106009
128222,58605.290388700014
128223,26394.87489309999
128224,148464.92509063004
128225,32699.45927348
128226,16878.576379539998
128227,98021.38776819999
128228,47412.716334299985
128229,9740.838840923003
128230,38541.884648900006
128231,524447.752995
128232,57027.31530599998
128233,87456.42467899999
128234,222123.35238769997
128235,451882.92100600014
128236,54868.87182930001
128237,51967.98300909998
128238,24158.451491450007
128239,70710.8075903
128240,9053.214702989995
128241,24357.070538999993
128242,44796.84393237999
128243,75381.34514330003
128244,31756.1975056
128245,39802.12300870003
128246,23793.088951579997
128247,118229.04485870001
128248,84641.74341599994
128249,408448.892805
128250,45323.751099800014
128251,43799.753477000006
128252,232464.1933161
128253,439168.888526
128254,188537.89812630008
128255,17129.800544599988
128256,100674.27359910004
128257,26514.11879164
128258,43516.49313730001
128259,63254.7765368
128260,156443.08833249996
128261,126131.92299379996
128262,53498.33277479999
128263,72511.74448129999
128264,141482.56433400002
128265,69008.73782079994
128266,315914.6946659999
128267,61624.775122199964
128268,21257.52514079
128269,43957.949162599994
128270,93087.21586973
128271,113689.13788140005
128272,18478.547841199997
128273,120432.7397431
128274,31583.67267449999
128275,73314.34399580002
128276,115825.50078969999
128277,26794.07230679999
128278,257014.81669899996
128279,81682.2197361
128280,27553.168024
128281,12013.084162550003
128282,247511.51131699994
128283,45955.8014354
128284,417131.3421289999
128285,202920.8638833
128286,498588.34458100016
128287,295532.3970639999
128288,18475.538139129992
128289,97331.29514610002
128290,67869.27625
128291,147682.4347949001
128292,68999.9820936
128293,38400.04457150002
128294,39931.92232437997
128295,80751.3567032
128296,37405.77971781001
128297,24462.266533599988
128298,246216.89301900004
128299,107492.788434
128300,44873.3477755
128301,47715.464254899984
128302,67047.0857773
128303,554663.7386870002
128304,22450.06351829999
128305,406284.0073810001
128306,44598.559205300015
128307,32655.01221816997
128308,43652.21703889999
128309,168532.63125399995
128310,59366.803566
128311,2167.478305903301
128312,31405.31071090002
128313,42131.99365950899
128314,23034.283824610004
128315,8556.076815560004
128316,83658.0465448
128317,70866.96313809998
128318,42501.49464409999
128319,76824.88831669999
128320,124888.40156069999
128321,50155.7133916
128322,254003.91671340007
128323,101186.53391730002
128324,294163.92363600014
128325,93557.50805939999
128326,472335.736848
128327,141272.2982813
128328,63826.3051144
128329,14727.273813362002
128330,60848.473217599996
128331,360302.2732189998
128332,131297.6224043999
128333,27932.623162999993
128334,53449.017123000005
128335,22326.076490319996
128336,38106.00621000001
128337,288189.34958299977
128338,123352.4422687
128339,261554.48224600003
128340,147072.42451120002
128341,73899.45129116002
128342,29850.481621699993
128343,98717.77051700006
128344,138521.52847610004
128345,82349.83850340001
128346,145082.06582600003
128347,8569.607744684005
128348,148749.8177175
128349,19085.16774798999
128350,61044.917557999965
128351,68359.39820949997
128352,106878.61394920002
128353,61170.687560399994
128354,51434.25648430002
128355,46370.515498199995
128356,105379.98291339999
128357,28147.737927999995
128358,36004.45695839999
128359,137562.19972340003
128360,235461.3256505
128361,59415.4335925
128362,242949.1690821001
128363,14779.37553381
128364,8289.084951130002
128365,20161.236748170002
128366,38694.1185107
128367,40485.90550900002
128368,286510.43766820023
128369,16458.12333483
128370,120262.4169985
128371,38248.398053699995
128372,20315.341994379993
128373,45882.6044145
128374,411745.0914089998
128375,28071.415798000005
128376,46381.96644850002
128377,456464.5685020001
128378,169442.9548401
128379,150680.36637079992
128380,35643.043509500014
128381,58330.109841699974
128382,155435.5663626
128383,40007.60157170001
128384,31974.406211200007
128385,161303.1237502999
128386,130096.37278450007
128387,64315.536581499975
128388,46822.11583409997
128389,140940.45489800003
128390,72334.7578466
128391,189338.3927704001
128392,34445.125192400024
128393,226041.77557429986
128394,52659.49587870002
128395,17991.358870930006
128396,47700.2185412
128397,119721.57255210003
128398,201442.49596179993
128399,45013.61114500001
128400,85384.22057669997
128401,50377.03235880002
128402,68442.42326580001
128403,22751.39295309998
128404,134181.97413939997
128405,87066.95021459999
128406,157877.59177599996
128407,23808.435451
128408,44102.87941209999
128409,44153.47806309999
128410,89635.79430650001
128411,140768.90433870006
128412,49392.528797499996
128413,78643.15564459999
128414,179051.94658939997
128415,238978.88989000008
128416,77948.77836720001
128417,23929.66831590001
128418,50446.43151979999
128419,23629.51389060999
128420,29741.156153210002
128421,43627.07114114
128422,126245.52383039996
128423,34782.71752870001
128424,59194.52169099996
128425,86919.2768627
128426,469156.44109900005
128427,43293.27253219998
128428,27222.71426349999
128429,71425.43262220002
128430,248839.87371300012
128431,53203.94883750001
128432,133817.95754769997
128433,177100.99570759997
128434,87490.09541620001
128435,60078.66861419999
128436,156589.81566269993
128437,40444.0076502
128438,39361.64152199998
128439,42025.9418803
128440,51950.80312440002
128441,34909.06695105002
128442,47111.114698100006
128443,53232.528497000014
128444,136493.02770050004
128445,65556.01786340005
128446,58948.624212040006
128447,836189.9233199996
128448,39778.93993840999
128449,80499.31039470002
128450,58380.36064170003
128451,17233.783187650006
128452,53320.415877899984
128453,132836.21489229993
128454,14568.088771649993
128455,24051.447359199996
128456,210809.87847120006
128457,54614.407156299996
128458,102624.67352100002
128459,82903.6649084
128460,4874.152889731099
128461,32641.050893499996
128462,306928.17761199997
128463,268854.38851900003
128464,47454.659206300035
128465,116531.30389099994
128466,36816.08740445999
128467,106054.06330169996
128468,391090.9838530003
